brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Vauxhall,Crossland X,2017,Manual,23161,Diesel,30,64.0,1.7,16985.07
Vauxhall,Astra,2005,Manual,57634,Electric,555,61.9,1.7,5029.72
Skoda,Karoq,2005,Automatic,62402,Petrol,205,28.0,1.8,5358.16
Hyundai,Ioniq,2006,Semi-Auto,139664,Hybrid,205,43.7,1.7,1500.0
Hyundai,i30,2022,Automatic,47353,Diesel,150,75.2,1.3,19211.98
Hyundai,i30,2005,Manual,66336,Petrol,205,57.2,1.5,2909.34
Vauxhall,Crossland X,2021,Semi-Auto,10074,Petrol,30,40.5,1.8,19491.56
Mercedes,C Class,2013,Automatic,30803,Hybrid,125,54.2,1.7,25834.51
VW,T-Cross,2007,Semi-Auto,66622,Diesel,20,70.3,1.7,7230.81
Audi,Q2,2012,Automatic,44184,Petrol,145,45.5,1.3,19297.58
VW,Passat,2017,Automatic,33337,Electric,30,48.7,2.5,21034.69
Audi,A6,2015,Semi-Auto,36962,Diesel,555,39.7,2.7,25504.03
Ford,Kuga,2017,Manual,62873,Petrol,205,63.8,1.8,15421.28
Mercedes,B Class,2013,Manual,38183,Diesel,555,64.2,2.7,28343.13
Ford,EcoSport,2012,Manual,98434,Petrol,555,30.1,1.2,8369.02
Audi,Q3,2010,Automatic,53224,Diesel,0,58.3,3.0,20162.24
VW,Golf,2010,Manual,102821,Petrol,30,30.3,1.1,6728.84
Hyundai,i20,2005,Manual,57082,Petrol,205,42.4,1.7,2433.3
Toyota,Aygo,2006,Manual,57542,Electric,20,30.5,2.1,9564.25
Mercedes,B Class,2016,Semi-Auto,31382,Petrol,125,66.3,1.8,26995.0
VW,T-Cross,2015,Automatic,27357,Diesel,0,38.8,2.0,17122.52
Vauxhall,Mokka,2018,Automatic,26580,Diesel,150,48.9,1.2,13123.76
BMW,1 Series,2005,Manual,61609,Petrol,30,58.8,2.2,17104.45
Audi,Q2,2013,Semi-Auto,31819,Electric,0,28.4,1.9,20455.81
Audi,Q3,2018,Automatic,31919,Electric,0,29.1,1.8,25931.51
Toyota,Corolla,2014,Manual,75069,Petrol,125,65.1,2.1,15366.37
Mercedes,A Class,2019,Automatic,17958,Hybrid,145,62.6,1.5,30918.98
Vauxhall,Corsa,2021,Automatic,17954,Petrol,125,50.3,1.4,19680.72
Toyota,C-HR,2022,Manual,110727,Hybrid,205,52.0,1.8,21022.32
Ford,Puma,2019,Manual,18779,Diesel,20,60.1,1.5,20175.63
Vauxhall,Grandland X,2020,Automatic,19405,Petrol,205,41.7,1.4,20005.45
Ford,Kuga,2019,Manual,15706,Electric,125,26.1,1.9,20875.67
Ford,Fiesta,2007,Manual,53156,Electric,150,59.4,1.9,8088.66
Vauxhall,Insignia,2021,Automatic,21695,Diesel,20,48.6,1.4,18387.5
VW,Touareg,2005,Automatic,146682,Hybrid,555,77.3,2.4,9836.87
Skoda,Octavia,2021,Semi-Auto,24901,Petrol,20,45.6,1.5,19814.92
Ford,Puma,2014,Semi-Auto,30737,Diesel,30,39.3,1.8,12824.91
Mercedes,A Class,2023,Semi-Auto,9706,Diesel,30,43.0,2.0,32977.42
Vauxhall,Mokka,2021,Automatic,36445,Petrol,145,61.5,1.4,15859.4
Skoda,Octavia,2009,Manual,55239,Hybrid,0,51.8,1.7,8873.35
Skoda,Superb,2021,Manual,14373,Petrol,150,31.4,1.8,20550.3
Vauxhall,Corsa,2023,Manual,33212,Petrol,150,43.0,1.1,16632.23
Toyota,Corolla,2006,Semi-Auto,65043,Diesel,555,41.1,1.3,6066.29
Ford,EcoSport,2010,Automatic,45045,Hybrid,145,74.8,1.9,8757.29
Audi,A1,2007,Semi-Auto,116205,Diesel,555,46.8,1.3,13077.55
Hyundai,i10,2009,Semi-Auto,58935,Petrol,150,67.0,1.4,8810.37
Audi,Q5,2007,Manual,65498,Hybrid,0,63.9,2.9,18640.61
BMW,2 Series,2023,Semi-Auto,25317,Petrol,20,63.0,2.4,32221.94
BMW,X1,2010,Semi-Auto,51246,Petrol,150,27.0,2.6,21087.37
Hyundai,Ioniq,2019,Manual,22033,Diesel,20,36.5,1.2,14776.81
Toyota,RAV4,2015,Automatic,92064,Petrol,20,46.8,1.0,14397.61
VW,Tiguan,2014,Automatic,90467,Hybrid,30,45.2,2.0,13541.56
VW,T-Roc,2018,Automatic,60182,Diesel,30,53.5,2.3,18054.02
Mercedes,C Class,2020,Manual,76997,Electric,30,29.0,2.7,28645.05
Vauxhall,Astra,2014,Automatic,41934,Petrol,20,59.7,1.2,11117.28
Audi,A6,2015,Manual,47280,Diesel,205,60.3,1.7,23368.1
Hyundai,Santa Fe,2010,Manual,40060,Electric,150,34.6,1.9,8106.13
Vauxhall,Mokka,2021,Manual,7011,Hybrid,0,41.8,1.9,16805.53
Toyota,Prius,2013,Automatic,37585,Electric,125,44.3,1.1,12486.16
VW,Golf,2013,Semi-Auto,43506,Diesel,150,78.5,1.8,13341.91
Hyundai,Tucson,2014,Semi-Auto,34405,Diesel,0,49.9,1.5,11311.22
Vauxhall,Crossland X,2013,Automatic,103701,Petrol,150,45.2,1.4,7659.86
Skoda,Citigo,2016,Semi-Auto,38186,Diesel,0,43.2,1.2,10502.0
Audi,Q7,2015,Semi-Auto,105895,Petrol,145,53.3,1.1,19706.99
Audi,A3,2012,Manual,58174,Petrol,205,45.8,3.0,20996.27
BMW,1 Series,2009,Semi-Auto,60695,Hybrid,205,55.0,2.6,21443.81
Audi,A4,2010,Automatic,40324,Petrol,125,52.9,1.8,18745.36
Skoda,Kodiaq,2013,Automatic,48133,Petrol,20,69.9,1.7,12413.87
Ford,Focus,2019,Semi-Auto,48855,Hybrid,30,37.7,1.9,18035.26
Toyota,Prius,2006,Manual,51616,Hybrid,30,44.7,1.2,7025.66
Skoda,Kodiaq,2023,Semi-Auto,4907,Electric,0,52.8,1.6,22382.9
Vauxhall,Mokka,2006,Semi-Auto,53872,Petrol,30,56.7,1.8,4805.03
Vauxhall,Grandland X,2022,Manual,22364,Hybrid,150,61.5,1.7,17779.86
Audi,A5,2007,Manual,63740,Petrol,125,38.0,3.0,17469.13
Mercedes,GLC Class,2005,Manual,59455,Petrol,0,40.7,1.3,15470.75
Hyundai,Tucson,2006,Automatic,55804,Hybrid,20,59.4,1.1,7237.62
Hyundai,Santa Fe,2015,Automatic,28904,Diesel,125,51.2,2.0,14406.7
Skoda,Karoq,2023,Semi-Auto,9135,Diesel,0,52.5,1.0,19653.33
Audi,Q3,2020,Automatic,70874,Petrol,205,42.9,2.3,27430.1
VW,Polo,2007,Automatic,80202,Electric,0,46.5,2.1,8074.33
Hyundai,Tucson,2021,Semi-Auto,20101,Diesel,125,78.0,1.7,18315.57
Mercedes,C Class,2023,Automatic,30077,Hybrid,205,35.9,2.8,36296.71
Vauxhall,Crossland X,2017,Manual,26915,Hybrid,150,44.8,1.3,13613.33
Audi,A3,2020,Manual,32246,Electric,205,30.9,1.6,25083.95
Ford,Kuga,2008,Semi-Auto,69184,Hybrid,30,37.8,1.2,5855.72
Ford,Focus,2012,Semi-Auto,33197,Hybrid,0,38.1,1.9,10031.68
Audi,Q3,2006,Semi-Auto,74642,Diesel,205,69.4,1.0,11643.37
VW,T-Cross,2012,Manual,62069,Diesel,205,40.2,2.3,14418.41
Toyota,C-HR,2012,Manual,39960,Petrol,555,55.5,1.4,12459.29
Skoda,Kodiaq,2023,Automatic,11823,Electric,30,50.5,1.3,22028.63
BMW,3 Series,2023,Automatic,87431,Electric,125,42.8,2.0,31977.05
Hyundai,Tucson,2010,Manual,44102,Diesel,30,50.9,1.5,9854.65
BMW,5 Series,2019,Semi-Auto,61325,Petrol,555,30.7,2.5,30056.16
BMW,2 Series,2016,Manual,24400,Diesel,30,59.8,2.6,28468.53
Hyundai,Tucson,2010,Manual,45422,Diesel,20,75.8,1.1,10129.6
VW,Tiguan,2020,Automatic,21865,Petrol,205,50.4,2.0,22488.92
BMW,2 Series,2021,Semi-Auto,49964,Diesel,20,50.0,2.3,27986.41
Skoda,Kamiq,2019,Automatic,28847,Electric,205,56.1,1.2,17506.7
VW,Tiguan,2006,Automatic,52050,Petrol,125,59.8,2.1,12616.39
Vauxhall,Grandland X,2011,Manual,41301,Electric,555,32.0,1.6,6261.86
Ford,Galaxy,2021,Semi-Auto,10012,Hybrid,0,49.0,2.0,20470.21
BMW,3 Series,2010,Automatic,53028,Electric,125,27.4,1.7,18696.68
Mercedes,GLA Class,2009,Automatic,54471,Diesel,0,77.5,1.5,21226.72
Mercedes,A Class,2013,Semi-Auto,32860,Electric,30,54.5,3.0,27425.64
VW,Passat,2008,Manual,74911,Electric,125,68.0,2.5,11424.16
Audi,A4,2005,Manual,87000,Petrol,145,69.0,2.3,14317.85
Ford,Focus,2009,Manual,62651,Electric,30,63.3,1.5,8910.84
BMW,4 Series,2016,Automatic,56954,Diesel,30,70.0,1.6,28022.15
VW,Polo,2018,Semi-Auto,27263,Petrol,0,42.8,1.6,18644.72
Audi,Q2,2012,Semi-Auto,48045,Electric,20,42.9,1.9,19911.66
VW,Golf,2009,Manual,43699,Petrol,20,69.6,2.0,11188.31
Toyota,Land Cruiser,2007,Semi-Auto,59419,Hybrid,30,62.4,1.6,9764.87
VW,Golf,2008,Manual,47863,Hybrid,145,78.4,1.4,7246.08
BMW,X3,2017,Manual,41529,Diesel,125,71.1,2.4,27486.67
BMW,X3,2020,Manual,11203,Petrol,150,50.1,2.1,30543.11
Toyota,Prius,2017,Semi-Auto,21145,Petrol,30,56.5,1.6,18355.18
BMW,X3,2016,Semi-Auto,33594,Petrol,145,37.9,2.0,26793.89
Mercedes,GLC Class,2006,Semi-Auto,53256,Electric,145,33.8,2.0,19882.85
Hyundai,Santa Fe,2012,Automatic,68226,Electric,205,38.6,1.3,9994.66
Ford,Puma,2011,Manual,55672,Diesel,20,54.5,1.4,9377.35
BMW,5 Series,2009,Semi-Auto,51724,Diesel,150,64.9,2.7,21205.08
VW,Passat,2015,Semi-Auto,81288,Diesel,0,58.2,1.2,14254.0
VW,Passat,2020,Automatic,33781,Petrol,30,66.9,2.1,22287.3
Hyundai,Santa Fe,2014,Automatic,29387,Petrol,205,50.7,1.7,12606.15
Mercedes,B Class,2011,Automatic,56383,Hybrid,145,74.9,2.7,27841.82
Vauxhall,Astra,2016,Automatic,29339,Petrol,125,35.6,1.4,13972.88
Mercedes,B Class,2006,Automatic,51499,Diesel,150,66.8,1.4,19161.56
VW,T-Roc,2017,Manual,41859,Hybrid,555,47.0,2.5,19520.23
Toyota,Land Cruiser,2023,Automatic,73333,Hybrid,205,70.8,1.7,23787.6
Mercedes,GLC Class,2015,Manual,98265,Hybrid,555,54.6,2.9,29136.51
Mercedes,E Class,2017,Automatic,20747,Electric,125,27.9,2.9,33249.86
Mercedes,B Class,2007,Manual,69007,Hybrid,0,36.0,1.8,18059.98
Skoda,Kodiaq,2014,Automatic,35997,Petrol,205,33.3,1.8,13633.11
Ford,Kuga,2016,Automatic,56018,Electric,30,63.0,1.4,14661.93
BMW,4 Series,2005,Semi-Auto,55133,Hybrid,20,51.6,1.7,17962.03
Mercedes,B Class,2017,Manual,29133,Hybrid,145,65.0,1.4,28707.99
VW,Tiguan,2011,Manual,56493,Diesel,145,71.7,2.4,13788.85
Skoda,Octavia,2011,Automatic,43469,Petrol,555,43.6,1.5,9757.48
Hyundai,i10,2005,Manual,125921,Petrol,150,48.9,1.5,2091.67
Ford,Focus,2008,Manual,53927,Hybrid,145,55.1,1.7,5655.9
Skoda,Fabia,2011,Semi-Auto,58946,Hybrid,555,42.9,1.7,9266.5
Mercedes,C Class,2020,Manual,30707,Petrol,30,53.9,2.1,30356.24
Audi,Q7,2018,Semi-Auto,22586,Diesel,555,55.0,1.4,25577.14
Ford,EcoSport,2018,Semi-Auto,17676,Hybrid,0,43.8,1.4,15897.34
BMW,5 Series,2006,Automatic,69210,Petrol,150,53.3,2.9,20303.26
Ford,Galaxy,2019,Automatic,52757,Petrol,150,67.1,1.0,16578.93
VW,Passat,2006,Manual,63297,Petrol,30,46.8,2.4,10065.86
Ford,Fiesta,2014,Manual,28601,Hybrid,125,73.1,1.5,15079.91
BMW,X3,2005,Automatic,59611,Hybrid,20,60.8,1.8,17770.84
Hyundai,Ioniq,2017,Automatic,28939,Petrol,0,32.4,1.5,15426.86
Hyundai,i10,2011,Semi-Auto,40276,Hybrid,205,41.9,1.4,7054.31
Ford,Mondeo,2005,Automatic,56149,Diesel,555,63.4,1.6,6562.53
Hyundai,i30,2009,Automatic,50383,Hybrid,125,50.9,2.0,11230.25
Hyundai,i20,2010,Manual,54814,Electric,30,52.7,1.2,7777.12
Audi,A6,2016,Semi-Auto,38466,Diesel,125,45.1,2.6,24716.02
Toyota,C-HR,2007,Automatic,52130,Hybrid,20,56.1,2.5,11979.01
Audi,Q7,2019,Manual,13173,Diesel,20,57.4,1.8,26044.17
VW,Touareg,2010,Manual,56724,Electric,20,25.6,1.1,8531.16
Ford,Puma,2008,Semi-Auto,79240,Diesel,30,60.1,1.9,7463.81
BMW,X5,2018,Automatic,22912,Hybrid,205,46.6,2.3,30774.25
Vauxhall,Astra,2015,Semi-Auto,30409,Hybrid,125,44.4,1.1,9219.34
Ford,Focus,2010,Automatic,39539,Petrol,145,58.9,1.6,12077.32
Mercedes,B Class,2016,Automatic,38386,Diesel,30,64.9,2.5,32123.73
Ford,Mondeo,2016,Semi-Auto,48071,Petrol,150,61.9,1.4,13045.99
Hyundai,i30,2006,Semi-Auto,59692,Diesel,555,63.6,1.8,6773.22
Hyundai,i10,2008,Automatic,47696,Petrol,555,55.8,1.3,7952.82
Mercedes,A Class,2012,Manual,72123,Electric,145,35.3,2.4,23129.6
BMW,X1,2009,Manual,107792,Petrol,205,42.3,1.8,15959.56
Audi,Q7,2014,Automatic,29233,Electric,555,62.3,1.5,23100.94
Skoda,Superb,2007,Semi-Auto,81517,Hybrid,150,37.0,1.8,8105.16
Mercedes,GLA Class,2007,Manual,78415,Petrol,145,44.3,1.9,20418.43
BMW,2 Series,2023,Automatic,24299,Hybrid,20,47.2,2.0,33452.29
Toyota,RAV4,2011,Automatic,42741,Hybrid,30,57.3,1.7,14626.65
Audi,Q5,2005,Manual,74457,Petrol,30,44.6,1.5,12693.67
Audi,A3,2020,Manual,9679,Diesel,145,39.0,2.5,28632.49
BMW,4 Series,2023,Manual,17340,Electric,555,52.9,2.9,34941.39
VW,Tiguan,2019,Semi-Auto,15869,Petrol,125,48.5,1.8,18297.42
BMW,3 Series,2018,Semi-Auto,20367,Electric,30,60.9,1.8,28752.73
Ford,Puma,2017,Automatic,22757,Petrol,555,40.3,1.5,16462.22
VW,T-Roc,2016,Manual,24115,Diesel,145,65.8,2.4,18655.21
Hyundai,i10,2007,Automatic,96559,Electric,150,33.5,1.3,6504.84
Ford,Focus,2008,Manual,48170,Petrol,150,51.4,1.2,5613.08
Audi,Q2,2020,Semi-Auto,12410,Hybrid,555,60.3,3.0,31347.31
Mercedes,E Class,2005,Automatic,77004,Petrol,555,43.9,1.3,18617.13
Toyota,Corolla,2014,Automatic,34405,Electric,555,38.4,1.7,16816.99
Vauxhall,Mokka,2007,Semi-Auto,59883,Diesel,0,50.6,1.4,5196.49
Mercedes,C Class,2006,Manual,57913,Electric,125,39.2,1.7,18034.92
Vauxhall,Astra,2006,Automatic,57985,Electric,30,50.4,2.0,7714.66
Vauxhall,Crossland X,2007,Manual,53815,Hybrid,125,66.3,1.1,2477.72
Skoda,Fabia,2006,Automatic,100370,Hybrid,30,67.4,1.6,6507.49
Skoda,Octavia,2008,Manual,47184,Diesel,205,65.3,1.5,7440.31
Mercedes,B Class,2007,Semi-Auto,69375,Hybrid,150,62.9,2.9,22196.7
Toyota,Corolla,2014,Semi-Auto,85270,Electric,145,68.8,1.4,14392.8
Mercedes,GLC Class,2012,Semi-Auto,55590,Hybrid,145,70.6,2.6,25036.79
BMW,X3,2023,Automatic,7240,Diesel,145,45.9,2.6,33950.99
Mercedes,GLA Class,2019,Semi-Auto,13952,Diesel,205,47.1,2.3,33174.74
Mercedes,A Class,2021,Automatic,9048,Diesel,150,37.1,1.5,31566.55
VW,T-Roc,2009,Automatic,44792,Electric,145,34.8,2.1,10377.97
BMW,4 Series,2010,Manual,41054,Petrol,555,59.2,3.0,24294.35
Ford,Fiesta,2010,Manual,42650,Electric,145,46.6,1.8,11834.47
VW,T-Cross,2011,Semi-Auto,51412,Electric,30,46.3,1.6,9733.19
Ford,Fiesta,2012,Manual,55609,Petrol,145,50.5,1.3,11537.4
Toyota,Aygo,2009,Automatic,48187,Diesel,30,72.0,1.8,14774.88
Skoda,Citigo,2009,Manual,42795,Diesel,205,55.8,1.7,10107.29
Skoda,Kamiq,2017,Manual,34856,Hybrid,555,63.3,1.6,15420.68
Audi,Q7,2018,Manual,50722,Diesel,150,46.7,2.9,28437.92
VW,T-Cross,2011,Semi-Auto,114195,Hybrid,20,45.0,1.6,10764.0
Hyundai,Kona,2022,Semi-Auto,87811,Petrol,30,38.3,1.9,16155.59
Hyundai,Ioniq,2018,Manual,47044,Diesel,145,46.2,1.0,14427.84
Vauxhall,Mokka,2010,Semi-Auto,41264,Electric,145,29.9,1.2,6911.59
Hyundai,Santa Fe,2019,Automatic,21652,Electric,205,56.2,1.5,17690.8
VW,Touareg,2005,Manual,73919,Hybrid,145,75.4,2.1,5827.62
Toyota,Prius,2023,Manual,7432,Diesel,555,64.4,2.3,23139.09
Vauxhall,Mokka,2007,Semi-Auto,76720,Hybrid,125,36.7,1.2,3658.02
Skoda,Citigo,2009,Manual,68744,Hybrid,145,42.4,1.9,8122.02
Toyota,C-HR,2015,Manual,29829,Electric,30,57.8,2.1,17536.17
Hyundai,i20,2009,Automatic,90655,Diesel,30,45.5,1.6,7160.07
Audi,A4,2015,Semi-Auto,44057,Petrol,125,64.5,1.4,20562.52
Audi,A5,2011,Semi-Auto,61415,Electric,20,28.0,1.9,19195.05
Toyota,Prius,2019,Semi-Auto,12570,Petrol,555,44.2,1.7,21738.72
Skoda,Kodiaq,2015,Manual,27158,Petrol,125,53.9,1.2,11190.91
Audi,A3,2010,Manual,73632,Hybrid,0,42.7,2.6,20011.12
Hyundai,i30,2009,Manual,52390,Diesel,0,55.6,1.5,6186.31
BMW,X5,2010,Manual,57128,Diesel,0,74.6,1.9,20581.02
Vauxhall,Insignia,2018,Semi-Auto,49260,Electric,555,68.1,1.7,15836.36
Vauxhall,Mokka,2013,Semi-Auto,176780,Petrol,30,62.5,1.6,6248.0
Mercedes,A Class,2017,Semi-Auto,39745,Diesel,30,76.4,2.2,28787.57
Vauxhall,Insignia,2009,Semi-Auto,109306,Petrol,0,39.2,1.2,4203.95
Skoda,Superb,2017,Automatic,49705,Hybrid,30,76.2,1.7,17775.28
Hyundai,Tucson,2012,Automatic,35917,Diesel,20,69.6,1.5,11352.57
Ford,Fiesta,2009,Manual,44110,Petrol,555,30.4,2.0,8369.5
VW,Polo,2012,Automatic,39341,Hybrid,0,59.9,2.5,15528.21
BMW,X5,2006,Semi-Auto,52851,Hybrid,125,70.9,2.5,20589.86
Ford,Kuga,2008,Automatic,53377,Hybrid,150,43.0,1.7,8972.38
BMW,X5,2008,Manual,55762,Diesel,205,57.2,1.7,18418.21
Mercedes,B Class,2012,Automatic,36643,Electric,145,26.0,1.6,23474.29
Ford,Focus,2008,Semi-Auto,46165,Diesel,145,49.4,1.4,7390.48
Toyota,Prius,2011,Manual,38565,Petrol,125,61.7,2.0,14964.68
Mercedes,C Class,2014,Semi-Auto,40733,Petrol,555,62.8,1.8,26126.02
VW,Tiguan,2023,Semi-Auto,37023,Petrol,30,25.9,1.4,22297.61
Audi,Q2,2017,Automatic,44325,Hybrid,150,69.5,1.1,23152.32
Hyundai,Ioniq,2019,Semi-Auto,15822,Hybrid,205,75.7,1.6,19233.24
Toyota,Land Cruiser,2011,Manual,37466,Hybrid,555,47.1,1.6,11034.46
Vauxhall,Crossland X,2015,Manual,32973,Diesel,0,60.5,1.9,13847.23
Toyota,Aygo,2017,Semi-Auto,30869,Petrol,0,52.2,1.2,16851.95
Skoda,Kamiq,2010,Manual,72862,Hybrid,205,49.5,1.1,8798.88
Hyundai,i10,2009,Automatic,60097,Hybrid,205,64.9,1.3,7815.97
Hyundai,Tucson,2012,Semi-Auto,76535,Diesel,145,42.8,1.6,11263.81
Ford,Fiesta,2018,Semi-Auto,34886,Petrol,0,36.7,1.3,13532.0
VW,T-Cross,2008,Manual,55804,Diesel,0,45.0,2.1,9045.96
Audi,A6,2023,Automatic,26638,Diesel,20,42.1,2.4,30660.1
Ford,Galaxy,2009,Manual,49713,Diesel,145,51.7,1.8,7855.46
VW,Passat,2008,Automatic,109250,Hybrid,205,74.1,1.8,9472.44
VW,T-Roc,2017,Semi-Auto,56154,Petrol,150,51.2,1.2,14732.63
Mercedes,GLA Class,2022,Manual,31740,Electric,30,38.8,1.8,33155.62
Audi,A1,2017,Manual,21106,Electric,125,48.6,1.9,23369.36
Skoda,Kamiq,2015,Automatic,38596,Electric,205,37.7,1.6,16801.85
Mercedes,GLC Class,2008,Automatic,45149,Electric,30,34.8,2.5,24925.24
BMW,3 Series,2018,Manual,26692,Diesel,145,43.2,1.6,25791.23
BMW,1 Series,2014,Manual,53351,Hybrid,20,70.8,2.3,25879.51
Mercedes,GLC Class,2020,Automatic,26755,Petrol,555,63.8,1.5,30774.13
Ford,Galaxy,2018,Automatic,19733,Hybrid,30,58.7,1.6,18936.89
VW,Passat,2011,Manual,71432,Petrol,205,64.4,1.1,8359.98
Toyota,Aygo,2010,Automatic,49744,Petrol,125,40.7,1.1,11798.82
Ford,EcoSport,2015,Manual,46128,Electric,150,29.3,1.2,11620.9
Audi,Q2,2010,Semi-Auto,50887,Diesel,0,75.5,2.8,19602.07
Skoda,Kamiq,2010,Semi-Auto,58712,Diesel,0,60.4,1.7,9329.6
Audi,Q5,2017,Automatic,26886,Electric,205,45.6,1.3,24002.87
Hyundai,Ioniq,2012,Manual,46306,Diesel,205,57.6,1.9,11502.63
Hyundai,i20,2020,Semi-Auto,25687,Petrol,205,53.6,1.5,19285.68
Ford,Puma,2019,Manual,29649,Diesel,20,48.7,1.4,16402.65
Audi,A3,2011,Manual,49559,Diesel,30,45.2,1.4,17575.92
BMW,4 Series,2016,Manual,26642,Electric,20,57.8,2.6,26185.49
VW,T-Roc,2015,Automatic,73264,Petrol,555,65.3,1.6,15801.6
Toyota,Aygo,2006,Semi-Auto,66230,Hybrid,20,42.5,2.2,9027.78
Mercedes,B Class,2007,Automatic,67968,Diesel,205,55.0,2.1,19771.0
BMW,X5,2021,Automatic,15426,Petrol,125,51.7,2.0,31637.68
VW,Passat,2014,Semi-Auto,29088,Electric,30,55.4,1.3,12746.83
Toyota,C-HR,2016,Automatic,51100,Electric,150,59.4,1.8,20677.54
BMW,3 Series,2015,Semi-Auto,28981,Diesel,30,57.8,2.0,25076.39
Skoda,Octavia,2012,Automatic,85232,Hybrid,0,63.3,1.7,9901.94
Vauxhall,Insignia,2014,Manual,51786,Petrol,30,53.2,1.4,11512.77
Toyota,C-HR,2023,Semi-Auto,1759,Petrol,205,50.8,2.1,21574.57
Vauxhall,Corsa,2022,Manual,86436,Electric,145,55.6,1.3,14543.11
VW,T-Cross,2023,Semi-Auto,17628,Electric,125,67.9,1.4,23157.23
VW,Touareg,2014,Manual,29319,Electric,555,38.0,1.7,12800.8
VW,Passat,2015,Manual,49285,Electric,20,49.1,2.1,16722.37
Toyota,Corolla,2023,Automatic,29995,Petrol,30,39.2,1.4,24015.22
VW,Touareg,2017,Manual,62599,Hybrid,0,40.3,2.4,19407.71
Ford,Puma,2009,Semi-Auto,43637,Petrol,0,38.0,1.4,6722.0
Audi,Q7,2010,Semi-Auto,127480,Hybrid,125,39.7,1.7,14270.19
Audi,Q7,2022,Automatic,12865,Diesel,150,71.2,2.7,33777.1
Vauxhall,Mokka,2022,Automatic,7767,Diesel,145,68.2,1.6,21869.25
BMW,X1,2018,Manual,20462,Petrol,150,68.2,1.7,26899.48
Audi,A1,2005,Manual,59339,Petrol,205,57.4,2.4,13615.72
BMW,X1,2011,Manual,36396,Hybrid,145,39.4,2.1,20214.43
Hyundai,Ioniq,2019,Automatic,12142,Hybrid,555,60.6,1.4,16256.99
Audi,A3,2021,Semi-Auto,28804,Diesel,0,63.9,1.8,27599.96
Audi,A3,2011,Semi-Auto,39479,Hybrid,125,40.5,2.8,21755.63
Mercedes,C Class,2014,Semi-Auto,58220,Diesel,205,77.2,2.3,26538.62
Vauxhall,Mokka,2015,Semi-Auto,43486,Electric,145,41.8,1.8,12697.81
Audi,Q3,2009,Manual,49389,Petrol,205,40.5,1.6,18075.79
Vauxhall,Astra,2015,Semi-Auto,57313,Diesel,20,73.5,1.2,10834.91
Audi,Q2,2012,Manual,43228,Hybrid,555,36.3,1.9,19594.5
Mercedes,E Class,2017,Semi-Auto,47553,Hybrid,125,49.7,2.5,30220.3
Toyota,Corolla,2010,Manual,52228,Diesel,555,49.1,1.8,12594.26
BMW,3 Series,2014,Semi-Auto,31485,Hybrid,0,42.5,1.8,24287.64
Audi,A5,2017,Manual,50707,Diesel,20,76.9,2.9,26679.9
Vauxhall,Astra,2009,Automatic,102839,Electric,145,44.2,1.5,7213.92
VW,Passat,2022,Automatic,4022,Diesel,150,60.0,1.9,23781.04
VW,T-Cross,2010,Manual,56150,Hybrid,30,72.9,1.3,8939.37
Skoda,Citigo,2017,Manual,38721,Hybrid,555,62.7,1.5,15214.52
BMW,1 Series,2015,Manual,77843,Petrol,145,52.0,2.0,23496.51
Vauxhall,Crossland X,2014,Semi-Auto,48929,Electric,125,41.5,1.2,7637.53
Skoda,Kodiaq,2009,Semi-Auto,55821,Electric,145,57.9,1.9,11647.19
BMW,X5,2008,Semi-Auto,46499,Hybrid,555,79.1,2.6,21519.87
Hyundai,i30,2014,Automatic,55976,Diesel,0,45.4,1.0,13378.94
Hyundai,i20,2008,Automatic,58283,Diesel,20,74.3,1.4,8468.58
Hyundai,i20,2021,Automatic,9784,Diesel,555,36.7,1.4,17553.22
VW,Tiguan,2010,Automatic,80176,Petrol,555,32.8,1.5,8627.84
Hyundai,i10,2014,Automatic,92582,Electric,150,55.8,1.2,11125.81
Ford,Fiesta,2019,Automatic,26611,Hybrid,125,72.4,1.4,18905.69
Skoda,Karoq,2012,Semi-Auto,38839,Petrol,20,50.4,1.1,9015.51
Skoda,Superb,2020,Manual,41561,Hybrid,20,52.2,1.3,12949.57
Vauxhall,Crossland X,2017,Manual,46005,Electric,145,27.9,1.6,13311.23
Hyundai,i20,2017,Manual,20842,Hybrid,205,63.3,1.9,18622.39
Mercedes,C Class,2006,Automatic,52874,Petrol,150,30.0,2.5,23397.07
Vauxhall,Astra,2023,Manual,10825,Diesel,150,65.8,1.8,21350.87
Ford,Fiesta,2007,Automatic,50760,Electric,145,38.1,1.7,7625.93
Ford,Mondeo,2014,Semi-Auto,52459,Hybrid,145,58.2,1.7,13523.06
Vauxhall,Grandland X,2016,Semi-Auto,29803,Diesel,555,74.5,1.6,13266.54
Skoda,Karoq,2023,Semi-Auto,31109,Diesel,0,68.4,1.9,22162.05
Ford,Focus,2007,Semi-Auto,53375,Electric,20,52.4,1.7,5903.03
Ford,Kuga,2021,Automatic,31011,Diesel,555,75.8,1.6,21057.08
BMW,X5,2005,Semi-Auto,56718,Hybrid,150,46.8,2.9,19780.3
BMW,5 Series,2011,Semi-Auto,47156,Electric,205,32.2,2.6,23047.5
VW,Polo,2007,Manual,76448,Diesel,150,44.4,2.0,7229.38
Toyota,Prius,2022,Manual,5236,Petrol,555,52.4,1.9,24997.73
VW,Polo,2013,Semi-Auto,85028,Petrol,30,26.0,2.3,13011.02
